SPN:NumSets.NM, 116, 05-04-20 00:00:00
SPN:WRChTimeDay.TM, 53.21025, 05-04-20 00:00:00
SPN:WdrProdDay.MPM, 1191.681, 05-04-20 00:00:00
SPN:PMProDay.MPM, 1227.408, 05-04-20 00:00:00
SPN:UWChTimeDay.TM, 397.3655, 05-04-20 00:00:00
SPN:RunTimePercent.TM, 80.35592, 05-04-20 00:00:00
SPN:LORBLength.MM, 31161.4, 05-04-20 00:00:00
SPN:NumShtBrk100Sets.NM, 0, 05-04-20 00:00:00
SPN:UWLength.MM, 1730398, 05-04-20 00:00:00
