SPN:NumSets.NM, 111, 05-08-20 00:00:00
SPN:WRChTimeDay.TM, 64.11312, 05-08-20 00:00:00
SPN:WdrProdDay.MPM, 1247.629, 05-08-20 00:00:00
SPN:PMProDay.MPM, 1259.664, 05-08-20 00:00:00
SPN:UWChTimeDay.TM, 398.926, 05-08-20 00:00:00
SPN:RunTimePercent.TM, 79.28761, 05-08-20 00:00:00
SPN:LORBLength.MM, 21010.87, 05-08-20 00:00:00
SPN:NumShtBrk100Sets.NM, 3.603604, 05-08-20 00:00:00
SPN:UWLength.MM, 1822852, 05-08-20 00:00:00
