SPN:NumSets.NM, 6, 02-27-20 00:00:00
SPN:WRChTimeDay.TM, 69.8, 02-27-20 00:00:00
SPN:PMProDay.MPM, 1149.486, 02-27-20 00:00:00
SPN:PMProDay.MPM, 1277.296, 02-27-20 00:00:00
SPN:UWChTimeDay.TM, 270, 02-27-20 00:00:00
SPN:RunTimePercent.TM, 80.38034, 02-27-20 00:00:00
SPN:LORBLength.MM, 486.99, 02-27-20 00:00:00
SPN:NumShtBrk100Sets.NM, 0, 02-27-20 00:00:00
SPN:UWLength.MM, 66644.09, 02-27-20 00:00:00
