SPN:NumSets.NM, 115, 02-26-20 00:00:00
SPN:WRChTimeDay.TM, 62.08336, 02-26-20 00:00:00
SPN:PMProDay.MPM, 1149.486, 02-26-20 00:00:00
SPN:UWChTimeDay.NM, 411.7801, 02-26-20 00:00:00
SPN:RunTimePercent.TM, 70.12152, 02-26-20 00:00:00
SPN:LORBLengthDay.MM, 79615.51, 02-26-20 00:00:00
SPN:NumShtBrk100Sets.NM, 11.30435, 02-26-20 00:00:00
